   "num"  "trialt"     "cue"  "codCUE"  "delay1"   "dis"  "codDIS"               "DIS"  "delay2"          "TAR"  "codTAR"    "bp" "ISIrand"; 
      57         1  "Larrow"       101       195       0        50               "nul"     505   "S_tarson_A"        61       1        45;
      58         1  "Rarrow"       202       346       0        50               "nul"     354   "S_tarson_B"        62       1       146;
      59         1  "Rarrow"       204       275       0        50               "nul"     425   "S_tarson_D"        64       2       147;
      60         1  "Rarrow"       202       122       0        50               "nul"     578   "S_tarson_B"        62       1        64;
      61         1  "Larrow"       101       286       0        50               "nul"     414   "S_tarson_A"        61       1       118;
      62         0  "Barrow"         1       234       0        50               "nul"     466   "S_tarson_A"        61       1       154;
      63         1  "Larrow"       103       184       0        50               "nul"     516   "S_tarson_C"        63       2       186;
      64         0  "Barrow"         3       106       0        50               "nul"     594   "S_tarson_C"        63       2       178;
      65         0  "Barrow"         3       643       0        50               "nul"      57   "S_tarson_C"        63       2       182;
      66         0  "Barrow"         2       141       0        50               "nul"     559   "S_tarson_B"        62       1        10;
      67         1  "Larrow"       103       320       0        50               "nul"     380   "S_tarson_C"        63       2        88;
      68         1  "Larrow"       103       204       0        50               "nul"     496   "S_tarson_C"        63       2       198;
      69         0  "Barrow"         1       611       0        50               "nul"      89   "S_tarson_A"        61       1         9;
      70         0  "Barrow"         4       130       0        50               "nul"     570   "S_tarson_D"        64       2        54;
      71         1  "Rarrow"       222       346       2        52       "telephone20"     354   "S_tarson_B"        62       1       130;
      72         1  "Larrow"       101       312       0        50               "nul"     388   "S_tarson_A"        61       1        58;
};
